IDPLATILLO,PLATILLO,CALORIAS
581,'Bisteces a la italiana',100.0
582,'Ejotes a la mexicana',100.0
583,'Sopa de lima',100.0
2079,'Carne de puerco en salsa mora con habas enzapatadas',100.0
585,'Fusilli a la poblana',100.0
586,'Champiñones a la italiana',100.0
2081,'null',100.0
2136,'Huevitos de chocolate',100.0
589,'Ensalada de citricos',100.0
590,'Pollo tlalpeño',100.0
591,'Dulce de calabaza con piña',100.0
592,'Dulce de camote morado',100.0
2137,'Granola fina Mirkam 500 gmos. ',100.0
2138,'Gomitas Propitóse 50 gmos. ',100.0
595,'Brócoli en salsa de nuez',100.0
2139,'Caramelo Propitosé 50 gmos. ',100.0
597,'Lomo Villarreal',100.0
599,'Mixiotes de pollo con setas y nopales pierna',100.0
600,'Arroz blanco con cuaresmeños rellenos de queso',100.0
601,'Lengua de res en salsa verde con verdolagas',100.0
602,'Fettuccine con camarones',100.0
603,'Calabacitas serranas',100.0
604,'Carne de puerco en salsa mora con papas',100.0
605,'Pollo en pascal pierna',100.0
2150,'null',100.0
607,'Fajitas a la gringa',100.0
608,'Col rellena de verduras',100.0
609,'Spaghetti a la toscana ',100.0
610,'Cubitos a la inglesa',100.0
611,'Fusilli al chipotle',100.0
612,'Tortitas de flor de calabaza',100.0
2151,null,100.0
2156,'Arroz blanco con rajas de poblano y elote 15 de sep',100.0
2157,'Sopa de milpa 15 de sep ',100.0
616,'Verduras gratinadas a los cuatro quesos',100.0
617,'Pierna asturiana',100.0
2158,'Spaghetti verde 15 de sep',100.0
619,'Macarrón con brócoli',100.0
621,'Pechugas poblanas',100.0
622,'Fusilli César',100.0
623,'Chayotextle con huevo',100.0
624,'Arroz rojo con chayote,100.0
626,'Ensalada griega',100.0
628,'Calabaza en tacha',100.0
629,'Pico de gallo',100.0
630,'Nopales con atún',100.0
2159,'Camarones a la brava 15 de s',100.0
632,'Nopales con tocino',100.0
2160,'Pastel azteca 15 de sep',100.0
634,'Pollo en salsa mora con papas',100.0
635,'Agua Bonafont natural 600 ml',100.0
636,null,100.0
637,'Agua Bonafont Levite de jamaica',100.0
638,null,100.0
639,null,100.0
640,'Plum cake de berenjena',100.0
641,'Poblanos rellenos de puré de papa y queso',100.0
2161,'Papas bravas 15 de sep',100.0
643,'Gelatina de agua 15 de sep',100.0
2163,'Verduras a la mantequilla 15 de sep',100.0
2164,'Verduras al vapor 15 de sep ',100.0
2165,'Ceviche de soya 15 de sep',100.0
2166,'Buñuelos 15 de sep',100.0
648,'Panqué de naranja',100.0
649,'Ensalada de pollo y naranja',100.0
650,'Mixiotes de pollo con nopales ',100.0
651,'Chicharrón esponjado',100.0
2167,'Milanesa de res 15 de sep',100.0
2168,'Pechuga rellena de jamon y queso amarillo 15 de sep',100.0
654,'Poblanos rellenos de queso manchego',100.0
2169,'Ensalada del huerto 15 de sep',100.0
656,'Pierna a la alemana',100.0
2183,'Pollo en mole poblano pechuga',100.0
2184,'Pollo en mole poblano pierna',100.0
2238,'Galletas de nuez con chocolate',100.0
2239,'Chees cake de frutas rojas',100.0
2244,'Panqué marmoleado',100.0
662,'Tortitas de camarón en mole Poblano',100.0
663,'Macarrón con crema y jitomate',100.0
2285,'Nopales a la mexicana día del padre',100.0
2287,'Ensalada del huerto día del padre',100.0
2288,'Quesadillas de sesos día del padre',100.0
2289,'Quesadillas de flor de calabaza día del padre',100.0
668,'Berenjena rellena de arroz integral',100.0
2290,'Crema de cacahuate Dulce Rancho San Rafael',100.0
670,'Ensalada cubana',100.0
2293,null,100.0
672,'Brocheta hawaiana',100.0
673,'Spaghetti salsa blanca navidad',100.0
674,'Spaghetti en salsa roja navidad',100.0
675,'Fusilli al chipotle navidad',100.0
676,'Codo con espinaca,100.0
2307,'Pollo enchilado muslo',100.0
2308,'Pollo enchilado pechuga',100.0
678,'Ensalada navideña',100.0
679,'Ensalada Noel navidad',100.0
680,'null',100.0
681,'Arroz rojo con papa,100.0
682,'Bacalao a la Vizcaína',100.0
685,'Arroz verde con papa y elote',100.0
688,'Panqué de naranja con arandano',100.0
690,'Empanadas de arroz con leche',100.0
694,'Alcachofas rellenas de queso',100.0
695,'Vaso de jícama rabanada',100.0
696,'Vaso de pepino',100.0
701,'Bisteces rellenos de papa con chorizo en salsa mora',100.0
704,'Salsa de chipotle con nuez',100.0
705,'Salsa de mora con almendra',100.0
706,'Salsa de chiltipin con ajonjolí',100.0
707,'Salsa de chile de árbol con cacahuate',100.0
708,'Tortitas de jamaica',100.0
709,'Bollos rellenos de queso con chipotle navidad',100.0
716,'Lomo Esmeralda',100.0
723,'Pastel azteca 10 de mayo',100.0
724,'Arroz rojo con morrón,100.0
2060,'Pierna enchilada',100.0
2067,'Soya en pascal',100.0
2144,'Watusi carne seca limon chile',100.0
732,'Pollo en estofado',100.0
2145,'Watusi carne seca americana ',100.0
2152,'pata',100.0
2153,'Pata de res en salsa verde con habas enzapatadas',100.0
2178,'Mantequilla fundida 500 gr',100.0
2179,'Tortitas de jamón de pavo y queso manchego',100.0
738,'Espinaca con tocino y crema',100.0
2181,'Spaghetti con brócoli',100.0
2269,null,100.0
2271,'Macarrón con espinaca al gratin',100.0
2302,'Agua Ciel 1L',100.0
1333,'Bisteces de res al orégano',100.0
1334,'Cuaresmeños rellenos de queso cotija y epazote',100.0
1335,'Fusilli con jamón y perejil',100.0
1336,'Chuletas en salsa verde con espinacas',100.0
1337,'Arroz rojo con morrón,100.0
2303,'Agua Ciel 1 lt',100.0
1339,'Carne de puerco en salsa de habas',100.0
2310,'Bisteces de res en salsa mora con setas',100.0
1341,'Arroz blanco con ejote y zanahoria',100.0
1342,'Arroz rojo con chícharo y zahanoria ',100.0
1343,'Spaghetti con crema,100.0
1344,'Costillas salteadas',100.0
1345,'Pata de res en salsa verde con nopales',100.0
1346,'Flan light',100.0
1347,'Requeson 1/2 kg',100.0
1349,'Carne de puerco en salsa verde con setas',100.0
1352,'Albondigón',100.0
1353,'Tortitas de haba en salsa verde con nopales',100.0
1354,'Pollo delicioso',100.0
1356,'Papas con champiñones',100.0
1357,'Coliflor canadiense',100.0
1358,'Papas con queso amarillo',100.0
1361,'Chuletas caribeñas',100.0
1363,'Crema de espinaca',100.0
1368,'Brócoli salteado con morrón',100.0
1372,'Tortitas de soya',100.0
1373,'Albondigón riojano',100.0
1376,'Pechugas enchiladas',100.0
1377,'Rajas con crema y elote',100.0
1379,'Cubitos a la portuguesa',100.0
1387,'Arroz blanco con papas y zanahoria',100.0
1388,'Crema de poblano',100.0
1391,'Pechuga asada',100.0
1393,'Macarrón con jamón y perejil',100.0
1399,'Caldo de Setas',100.0
1409,'Refresco manzanita Delíson 325ml',100.0
1410,'Arroz rojo con papas y chiles serranos',100.0
1412,'Carne de puerco en salsa mora con setas',100.0
1413,'Sopa hidalguense',100.0
1416,'Crema de verdura',100.0
1417,'Ensalada de papa',100.0
1420,'Bisteces de puerco en salsa de habanero',100.0
1421,'Manzanas al horno',100.0
1424,'Plumita con crema y jitomate',100.0
1426,'Puré de manzana',100.0
1431,'Calabacitas con chorizo',100.0
1432,'Pollo estilo Filipinas',100.0
1433,'Albóndigas en salsa pasilla macha',100.0
1434,'Papas empapeladas con chorizo',100.0
1435,'Pastel de elote',100.0
1436,'Arroz blanco con chícharo y elote',100.0
1438,'Papas con acelgas',100.0
1439,'Arroz amarillo con champiñones y ejote',100.0
1441,'Papas empapeladas con crema tocino y cebollín',100.0
1443,'Caldo de pollo',100.0
1446,'Pechugas en salsa de nuez al chipotle',100.0
1447,'Espinaca salteada con almendra',100.0
1448,'Setas al ajillo',100.0
1449,'Arroz blanco con morrón y zanahoria',100.0
1450,'Arroz rojo con papa,100.0
1451,'Cocido de la olla',100.0
1452,'Lengua de res en pipían con chilacayotes',100.0
1453,'Arroz amarillo con ejotes',100.0
1454,'Brócoli con morrón y almendra',100.0
1457,'Carne de puerco en salsa de xoconostle',100.0
1460,'Jocoque natural 500 gr ',100.0
1462,'Coliflor con queso al chipotle',100.0
1464,'Lomo a la naranja',100.0
1471,'Pay de limón',100.0
1472,'Cebollitas mediana 150 gr',100.0
1473,'Lomo en salsa de arándano',100.0
2057,'chuletas en salsa mora con verdolagas',100.0
1475,'Mole en pasta 1 kg',100.0
1476,'Pavo relleno navidad',100.0
2058,'Ejotes al gratín',100.0
1478,'Chambarete en encacahuatado blanco',100.0
2076,'ajo kg',100.0
1481,'Carne de puerco a la veracruzana',100.0
2186,'Miel Santos 500 ml',100.0
2214,'Pollo en pascal muslo',100.0
2140,'null',100.0
1485,'Arroz rojo con morrón y papa ',100.0
2141,'brocheta cielo mar y tierra ',100.0
1487,'Carne de puerco en salsa de chile manzano',100.0
2155,'Chiles en nogada rellenos de lentejas sin capear',100.0
1489,'Brocheta de pollo poblana',100.0
2215,'Pastel imposible de cajeta',100.0
2217,'Melanzana Compota de mango ',100.0
1492,'Tortitas de cilantro',100.0
1493,'Pollo Anita',100.0
2219,'Melanzana frutos rojos',100.0
1495,'Brocheta de mariscos',100.0
2221,'Mela',100.0
2222,'null',100.0
1498,'Arroz rojo con champiñones,100.0
2224,'null',100.0
1500,'Panqué de naranja completo',100.0
1501,'Pollo Florentino',100.0
2225,'null',100.0
1503,'Arroz rojo con ejote,100.0
2226,null,100.0
2227,'Melanzana crema de cacahuate',100.0
2228,'Melanzana salsa Lena',100.0
1507,'Arroz rojo con calabacitas,100.0
2229,'Melanzana salsa Tinita',100.0
2230,'Melanzana salsa Tata',100.0
2231,'null',100.0
1511,'Filete de res al albañil',100.0
2232,'Consumo comida ',100.0
2236,'Gomitas la Jiralda',100.0
1514,'Carne de puerco en salsa mora con espinacas',100.0
1515,'Pierna Virginia',100.0
1517,'Natilla de fresa',100.0
2237,'Pan multigrano panzomalli',100.0
2247,'Pastel de frutos secos',100.0
1520,'Quesadillas de tripa',100.0
2248,'Frasco de ancho San Rafael',100.0
1522,'Carne de puerco en salsa borracha',100.0
1523,'Salmón con almendras y alcaparras',100.0
2249,'Bisteces Huastecos',100.0
2250,'Pretzel',100.0
2253,'Huevos revueltos/ estrellados',100.0
2256,'Pastel de zanahoria completa',100.0
2257,'Arroz blanco con elote y champiñones',100.0
2268,'Arroz blanco con morrón',100.0
2306,'Brocheta norteña',100.0
1524,'Niño envuelto de chocolate',100.0
1525,'Bisteces de res a la mexicana',100.0
1526,'Carne de puerco en salsa de cacahuate y chile de árbol',100.0
2316,'Plumita con espinaca al gratin',100.0
1528,'Pollo en entomatado',100.0
1529,'Costillas de res en salsa ranchera',100.0
1530,'Brócoli en salsa de almendra',100.0
1531,'Brocheta de pollo a la mexicana',100.0
1532,'Crema de chayote 15 sep',100.0
1533,'Pastel especial de chocolate',100.0
1534,'Codo verde',100.0
1535,'Gelatina de mosaico imperial navidad',100.0
1539,'Verduras al vapor navidad',100.0
1541,'Huevo de rancho pza',100.0
1546,'Arroz blanco con jamón y verduras',100.0
1572,'Filete de res enchipotlado',100.0
1550,'Sopa de pasta 15 de sep',100.0
1563,'Estofado de res',100.0
1578,'Tinga de res',100.0
1250,'Macarrón al chipotle navidad',100.0
1558,'Pechuga asada rellena',100.0
1568,'Arroz blanco con elote,100.0
1569,'Fajitas Esperanza',100.0
1573,'Arroz rojo con salchicha,100.0
2267,'Quesadillas de chicharrón 10 de mayo',100.0
2273,null,100.0
1576,'Spaghetti con jitomate y especies',100.0
2274,'Crema de cacahuate Canela Rancho San Rafael',100.0
2294,'Flan con fresas ',100.0
2295,'Gelatina de mosaico imperial día del padre',100.0
219,'Arroz rojo con ejote,100.0
220,'Tortitas de carne en salsa verde',100.0
221,'Fajitas a la mexicana',100.0
222,'Pechugas Carmen',100.0
223,'Tortitas de amaranto con atún',100.0
224,'Papas al chipotle',100.0
225,'Poblanos rellenos de frijoles',100.0
226,'Ensalada francesa',100.0
2297,'Niño envuelto de chocolate día del padre',100.0
228,'Arroz verde con zanahoria y papa',100.0
229,'Arroz rojo con huevo hervido',100.0
230,'Crema de flor de calabaza',100.0
231,'Plumita con espinaca jamón y verdura',100.0
232,'Chuletas en manchamantel',100.0
233,'Lengua de res almendrada',100.0
234,'Salpicón de res',100.0
2298,'Niño envuelto de vainilla día del padre',100.0
236,'Cubitos aztecas',100.0
2300,'Mazapan dulce artesanal "La canasta"',100.0
238,'Pollo Josefina',100.0
239,'Albóndigas de soya',100.0
240,'Verdolagas a la mexicana',100.0
241,'Rajas con huevo',100.0
242,'Arroz blanco con verduras mixtas',100.0
243,'Plumita al chipotle',100.0
244,'Fajitas a la cubana',100.0
2301,'Mueganos de Huamantla "La canasta"',100.0
246,'Pollo al piquín',100.0
247,'Chileancho relleno de queso manchego',100.0
2304,'Doraditas Chia ',100.0
249,'Nopales con chorizo',100.0
250,'Brócoli Reyna',100.0
251,'Papas salteadas',100.0
252,'Ensalada alemana',100.0
2305,'Doraditas Linaza ',100.0
254,'Quesadillas de setas',100.0
2309,'Costillas de puerco en salsa verde con quintoniles',100.0
256,'Lomo al tamarindo',100.0
257,'Tinga de res estilo Toluca',100.0
258,'Pechugas al ajonjolí',100.0
259,'Pollo al horno con tocino',100.0
260,'Tortitas de camarón en salsa verde',100.0
261,'Nopales a la gringa',100.0
262,'Ejotes con huevo',100.0
2315,'Miel Gourmet Mirikam 700 gmos.',100.0
263,'Rajas con requesón',100.0
264,'Pastel imposible',100.0
266,'Crema francesa',100.0
267,'Codo al chipotle',100.0
272,'Pollo a la mexicana',100.0
273,'Lasaña de espinaca con champiñones',100.0
274,'Tamal de cazuela',100.0
275,'Verduras orientales',100.0
276,'Rancho ',100.0
278,'Carne de puerco en salsa verde con verdolagas',100.0
279,'Cocido estilo Coahuila',100.0
280,'Pechugas primavera',100.0
283,'Pay de piña',100.0
284,'Cubitos a las finas hierbas',100.0
285,'Chuletas a la diabla',100.0
288,'Pollo a la crema',100.0
289,'Nopales rellenos de queso en salsa verde.',100.0
290,'Brócoli salteado con almendra',100.0
291,'Fajitas norteñas',100.0
292,'Gelatina de café con leche',100.0
293,'Mousse de chabacano',100.0
294,'Ensalada campestre',100.0
295,'Ensalada Isabela',100.0
296,'Aderezo italiano',100.0
1549,'Bisteces de res en pasilla macha con papas',100.0
26,'Pollo a la naranja',100.0
59,null,100.0
95,'Gelatina de zanahoria',100.0
1423,'Setas a la mexicana',100.0
1516,null,100.0
1320,'Arroz blanco con ejote,100.0
1570,'Coliflor napolitana',100.0
1243,'Papas al tocino 15 de se',100.0
1244,'Papas al horno navidad',100.0
1245,'Ensalada Lucia navidad',100.0
1247,'Ensalada noche buena navidad',100.0
1248,'Paella navidad',100.0
1249,'Bocadillos finos de navidad charola pequeña',100.0
2074,'Tortillas de harina peques',100.0
2277,'Ceviche de pescado día del padre',100.0
1256,'Bisteces en su jugo',100.0
1257,'Pollo Monterrey',100.0
1258,'Chayotes con acelgas',100.0
1261,'Papas agridulces',100.0
1263,'Agua Bonafont Levite Piña Coco',100.0
1265,'Lomo con jalea de piña y chile habanero',100.0
1270,'Gelatina de mosaico completa 15 de sep',100.0
1274,'Bisteces de res en encacahuatado blanco',100.0
1275,'Bisteces estilo Tlaxcala',100.0
1277,'Pan arabe ',100.0
1280,'Ensalada de zanahoria 15 sep',100.0
1283,'Bisteces de res en salsa pasilla con quintoniles',100.0
1284,'Spaghetti al chipotle navidad',100.0
1285,'Codo en salsa blanca navidad',100.0
1286,'Macarrón en salsa blanca navidad',100.0
1287,'Caldo de camarón navidad',100.0
1288,'Bollos rellenos de queso Philadelphia ',100.0
1289,'Pastel de chocolate completo',100.0
1291,'Buñuelos navidad',100.0
1292,'Fusilli en salsa blanca navidad',100.0
1293,'Codo en salsa roja navidad',100.0
1297,'null',100.0
1300,'Ejotes salteados con morrón',100.0
1302,'Carne de puerco en salsa mora con calabacitas',100.0
1304,'Picadillo de res',100.0
1306,'Ejotes con nata',100.0
1307,'Arroz rojo con calabacita y zanahoria',100.0
1308,'Arroz rojo con calabacitas y elote',100.0
1309,'Nopales rellenos de bistec en salsa mora',100.0
1310,'Arroz blanco con chícharo,100.0
1311,'Arroz rojo con morrón',100.0
1314,'Arroz rojo con ejote,100.0
1315,'Tortitas de Quemites',100.0
1316,'Arroz blanco con calabacitas ejote y zanahoria',100.0
1317,'Arroz blanco con ejote y papa',100.0
1319,'Codo con apio,100.0
1321,'Papas con espinaca y almendras',100.0
1322,'Arroz a la española',100.0
1323,'Arroz rojo con morrón y elote',100.0
1324,'Albondigón poblano',100.0
1325,'Poblanos aztecas',100.0
1329,'Codo con elote y pimiento morrón',100.0
1330,'Arroz verde con morrón',100.0
1598,'Pierna adobada ',100.0
1590,'Carne de puerco en salsa de cuatomate',100.0
1618,'Arroz rojo con chícharo y zanahoria 15 sep',100.0
1642,'Arroz blanco con morrón,100.0
1643,'Bisteces de res en salsa verde con nopales y papas',100.0
1663,'Ratatouille',100.0
1592,'Arroz rojo con chayote,100.0
1596,'Discada hidalguense',100.0
1601,'Coliflor capeada con cuaresmeño relleno de queso',100.0
1619,'Ensalada mixta 15 sep',100.0
1620,'Ponche',100.0
1621,'Bisteces Maria 10 de mayo',100.0
1622,'Red Velvet',100.0
1623,'Huauzontles rellenos de queso en salsa pasilla macha',100.0
1624,null,100.0
1626,'Ensalada de manazana 10 de mayo ',100.0
1627,'Gelatina de fresas con crema 10 de mayo',100.0
1628,'Arroz rojo con chícharo zanahoria y champiñones ',100.0
1631,'Crema de nuez navidad',100.0
1606,'Arroz con leche 15 sep',100.0
1586,'Codo frío con salchicha,100.0
1595,'Arroz amarillo con chícharo y zanahoria',100.0
1597,'Paella 10 de Mayo',100.0
1605,'Suflé de brócoli',100.0
1648,null,100.0
1649,'Chambarete en salsa arriera',100.0
1659,'Manitas de puerco en salsa verde con habas enzapatadas',100.0
1589,'Arroz blanco con chícharo,100.0
1599,'Tortitas de flor de frijol',100.0
1600,'Caldo de hongos',100.0
1607,'Arroz blanco con calabacitas  y elote',100.0
1609,'Pechugas Jaqueline',100.0
1610,'Salmon con almendras y alcaparras 10 de mayo',100.0
1611,'Camarones a la brava navidad',100.0
1617,'Lomo en salsa de arandano 10 de mayo',100.0
1633,'Pierna adobada 10 de mayo',100.0
1634,'null',100.0
1635,'Lasaña de carne 10 de mayo',100.0
1636,'Niño envuelto de vainilla 10 de mayo',100.0
1637,'Niño envuelto de chocolate 10 de mayo',100.0
1644,'Hojuelas de chocolate',100.0
2066,'Pechuga en pascal',100.0
1650,'Arroz verde con papa,100.0
1651,'Arroz rojo con chícharo zanahoria y elote ',100.0
2080,'Miel Náhuatl 1 lt',100.0
1655,'Arroz blanco con morrón y elote',100.0
1656,'Arroz rojo con champiñones,100.0
1614,'Chambarete con jitomate y papas',100.0
1615,'Pollo en mole poblano pierna 10 de mayo',100.0
1639,'Papas al horno 10 de mayo',100.0
1640,'Tacos dorados de papa',100.0
1641,'Jitomate kg',100.0
1654,'Molde 1/4 plancha',100.0
1706,'Caramelos de miel y propoleo con 50 grs',100.0
1712,'Alitas con jalea de piña y chile habanero',100.0
1732,'Crema de calabacita poblana',100.0
1740,'Ensalada de berros',100.0
1825,'Leche Santa Clara',100.0
1842,'Pierna a la americana',100.0
1860,'Bisteces de res en salsa verde con papas',100.0
1869,'Plumita con espinaca y nuez',100.0
1892,'Codo con espinaca al gratín',100.0
1899,'Arroz blanco con verduras mixtas 10 de mayo',100.0
1901,'Ensalada de huerto 15 de sep',100.0
1909,'Chuletas en salsa verde con verdolagas',100.0
1910,'Bisteces de res en encacahuatado rojo',100.0
1916,'Fettuccine con jamón y perejil',100.0
1698,'Flan napolitano con fresas ',100.0
1699,'Gelatina de fresas con crema navidad',100.0
1700,'Ensalada de betabel 15 de sep',100.0
1735,'Codo frío con atún',100.0
1786,'Tortitas de charales en salsa verde con nopales',100.0
1850,'Cebollitas grande  225 gr',100.0
1851,'Cebollitas familiar 300 gr',100.0
1872,'Fettuccine con crema,100.0
1879,'Vaso de mango',100.0
1905,'Bisteces de res al chipotle',100.0
1913,'Manitas de puerco capeadas con cuaresmeños rellenos de queso',100.0
1688,'Tostadas de ajonjolí Tio Beto',100.0
1689,'Tostadas de linaza Tio Beto',100.0
1709,'Arroz blanco con chayote,100.0
1710,'Crema de queso navidad',100.0
1711,'Pechuga Lucia navidad',100.0
1715,'Arroz verde con elote y zanahoria',100.0
1725,'Papas empapeladas con queso amarillo y tocino',100.0
1741,'Arroz rojo con champiñones,100.0
1750,'Bollos sencillos',100.0
1757,'Bisteces de puerco en salsa verde con verdolagas',100.0
1760,'Engrane frío con salchicha y verdura',100.0
1766,'Chambarete en salsa mora con verdolagas',100.0
1770,'Arroz blanco con chícharo,100.0
1773,'Champiñones con chile de árbol',100.0
1775,'Pata de res en salsa mora con habas enzapatadas',100.0
1777,'Papas empapeladas',100.0
1778,'Papas con tocino al gratín',100.0
1780,'Alitas a la diabla',100.0
1791,'Huevo a la mexicana',100.0
1792,'Chilaquiles',100.0
1800,'Garrafón de agua de jamaica ',100.0
1822,'Sopes',100.0
1837,'Chambarete en mole verde de la olla',100.0
1840,'Fettuccine César',100.0
1868,'Galletas integral panzomalli',100.0
1873,'Cebolla kg',100.0
1883,'Fettuccine con crema y jitomate',100.0
1885,'Pechugas en salsa de queso',100.0
1713,'gelatina de mandarina',100.0
1718,'Dulce de zapote',100.0
1719,'Arroz blanco con ejote y morrón ',100.0
1720,'Rollo de pescado relleno de camarón',100.0
1736,'Arroz rojo con morrón y zanahoria',100.0
1749,'Caja de graibes',100.0
1767,'Arroz blanco con ejote,100.0
1787,'Chorizo en salsa verde con nopales y papas',100.0
1808,'Sopes',100.0
1858,'Azucar Kg',100.0
1887,'jitomate kg',100.0
1907,'Arroz rojo con ejote y morrón',100.0
1908,'Ensalada del huerto navidad',100.0
1691,'Chicharrón en salsa verde 15 de sep ',100.0
1692,'Pozole 15 de sep',100.0
1693,'Cochinita Pibil 15 de sep',100.0
1694,'Tinga de pollo 15 de sep',100.0
1702,'Chambarete en mole verde estilo Michoacán',100.0
1707,'Crema francesa navidad',100.0
1776,'Nopales rellenos de queso y flor de calabaza',100.0
1803,'Chambarete en guajillo oaxaqueño',100.0
1812,'Queso cotija 250 gr',100.0
1814,'Codo con salchicha,100.0
1828,'Arroz blanco con espinaca y nuez',100.0
1686,'Tostadas de amaranto Tio Beto',100.0
1687,'Tostadas natural Tio Beto',100.0
1809,'Crema de vaca 1/2 kg ',100.0
1834,'Brócoli salteado con tocino y almendra',100.0
1849,'Huevo blanco kg',100.0
1861,'Tortitas de huauzontle en mole poblano',100.0
1893,'Pechugas Marcela',100.0
1826,'Leche Deslactosada',100.0
1697,'Huevo en salsa pasilla',100.0
1747,'Brócoli al queso',100.0
1769,'Champiñones en chicloso',100.0
1772,'Puchero de res',100.0
1799,'Arroz blanco con calabacitas,100.0
1810,'Crema de vaca 1/4',100.0
1811,'Queso cotija 125 gr',100.0
1882,'Garrafón de agua de horchata',100.0
1726,'Bisteces de puerco relleno de choriqueso en salsa mora',100.0
1729,'Carne de puerco en pipian rojo con chilacayote',100.0
1730,'Bisteces con verdolagas a la mexicana',100.0
1743,'Chuletas holandesas',100.0
1758,'Pastel fránces',100.0
1784,'Chiles en nogada de soya',100.0
1790,'Pechugas rellenas de nopales en salsa de chile de árbol',100.0
1801,'Molde 1/2 plancha',100.0
1820,'Bolsa de panzomalli',100.0
1838,'Carne de puerco en tatemado',100.0
1844,'Aguacate kg',100.0
1846,'Manzana roja kg',100.0
1847,'Limon kg',100.0
1870,'Chambarete con hongos',100.0
1880,'Chicharrón en salsa roja ',100.0
1881,'Vaso de sandia',100.0
1886,'Crema de elote con rajas y queso panela',100.0
1914,'Macarrón con jitomate y albahaca',100.0
1917,'Arroz verde con papas',100.0
1918,'Tortillas de nopal 1/2',100.0
1919,'Tortillas de nopal 1 kg',100.0
1921,'Chiles en nogada sin capear',100.0
1926,'Albóndigas de res en salsa mora',100.0
1930,'Brócoli salteado con nuez',100.0
1938,'Huevo hervido',100.0
1951,'Fresas con crema navidad',100.0
1952,'Papas al tocino navidad',100.0
1953,'Verduras al vapor 10 de mayo ',100.0
1954,'Crepas de pollo navidad',100.0
1955,'Lasaña Boloñesa navidad',100.0
2002,'Arroz rojo con chícharo y zanahoria 10 de mayo',100.0
2018,'Arroz rojo con elote,100.0
2036,'Hacer el pavo ellos lo traen',100.0
2046,'Costillas de res a la diabla',100.0
2048,'Discada',100.0
2051,'Pollo almendrado con pasas y chiles gueros ',100.0
2188,'null',100.0
2142,null,100.0
1946,'Chayotes al perejil',100.0
2189,'Galletas de ajonjolí',100.0
1956,'Lasaña de mariscos navidad',100.0
1961,'Arroz blanco con papas y elote',100.0
1978,'Crepas de huitlacoche 10 de mayo',100.0
1979,'Spaghetti al chipotle 10 de mayo',100.0
1980,'Mixiotes de carnero con puerco 10 de mayo',100.0
1981,'Ensalada de pollo 15 de sep',100.0
1982,'Sopa de pasta 10 de mayo',100.0
1984,'Ceviche de pescado 10 de mayo ',100.0
1985,'Aguacate relleno de atun 15 de sep',100.0
1986,null,100.0
1987,'ensalada ligera 10 de mayo ',100.0
1988,'ensalada de zanahoria 10 de mayo',100.0
1989,'Fresas con crema 10 de mayo',100.0
1990,'Flan con fresas 10 de mayo ',100.0
1991,'Bollos sencillos 10 de mayo',100.0
1992,'Bollos rellenos de queso philadelphia 10 de mayo',100.0
1993,'Quesadillas de queso Oaxaca 10 de mayo',100.0
1994,'Quesadillas de flor de calabaza  15 de sep',100.0
1995,'Quesadillas de tinga 15 de sep',100.0
1996,'Quesadillas de requesón 15 de septiembre',100.0
2005,'Totopos Tio Beto',100.0
2013,'Natilla de café',100.0
2027,'Chiles en nogada sin capear 15 de sep',100.0
2030,'Pancita de res en salsa verde 15 sep',100.0
2047,'Carne de puerco en salsa verde con calabazas',100.0
2053,'Chiles en nogada rellenos de lenteja',100.0
1964,'Bisteces con jitomate y papas',100.0
1969,'Crema de nuez',100.0
1972,'Arroz rojo con papa,100.0
2006,'Arroz verde con morrón y papa',100.0
2007,'Arroz rojo de la milpa',100.0
2008,'Chayotes con rajas y elote ',100.0
2020,'Café Brahms intenso',100.0
2035,'Tostadas de nopal',100.0
1967,'Arroz rojo con chícharo y champiñones',100.0
2010,'Tortitas de pollo con vegetales',100.0
2026,'Chiles en nogada 15 de sep',100.0
2034,'Café Brahms medio',100.0
2037,'Arroz blanco con morrón y papa',100.0
2041,'Mermelada de agave 280 g',100.0
2043,'Jarabe de agave ámbar 270 g',100.0
2044,'Aderezo de agave 480 g',100.0
2049,'Carne de res en guajillo ',100.0
2050,'Pollo a la alemana',100.0
2056,'Costillas de puerco en salsa mora con habas enzapatadas',100.0
2172,'Miel Victoria 500 ml tarro de vidrio',100.0
1957,'F',100.0
2061,'Chambarete en salsa mora con nopales',100.0
1960,'Filete de res en salsa de champiñones ',100.0
1970,'Tinga de pollo campesina',100.0
1974,'Plátanos con crema',100.0
2068,'Carne de puerco en salsa mexicana',100.0
2070,null,100.0
2071,'Salsa mora con cacahuate y ajonjoli',100.0
2011,'null',100.0
2082,'Crema de nuez 10 de mayo ',100.0
2083,'Pancita de res con nopales al piquín 10 de mayo',100.0
2023,'Arroz rojo con morrón,100.0
2084,'Papas bravas 10 de mayo ',100.0
2085,'Ejotes salteados con almendras 10 de mayo',100.0
2089,'Pollo en mole poblano muslo 10 de mayo',100.0
2090,'Pollo en mole poblano pechuga 10 de mayo ',100.0
2173,'Miel Victoria 1 lt',100.0
2093,'Red Velvet Completo',100.0
2129,'Mixiotes de pollo con nopales pierna ',100.0
2130,'Mixiotes de pollo con nopales pechuga ',100.0
2135,'tortillas de harina sabor nopal',100.0
2039,null,100.0
2177,'Camote con piloncillo y lechera',100.0
2052,'Papas al tocino',100.0
2054,'Tortitas de cebollín en salsa mexicana',100.0
2187,'Tronco navideño chico',100.0
